"gene_ID","gene_name","difference","logpval","significant"
"MBOAT1","MBOAT1",0.139960063484723,0.888691544456156,NA
"MBOAT2","MBOAT2",0.945444510478435,0.344431987296267,NA
"MBOAT4","MBOAT4",-1.15966909744485,1.75381644345457,NA
"MBOAT7","MBOAT7",0.0856898347865648,0.931712983070555,NA
"MBP","MBP",0.51699533654561,0.605159414245436,NA
"MBTD1","MBTD1",0.288489110448102,0.772972364963667,NA
"MBTPS1","MBTPS1",0.862611003518089,0.388351378426941,NA
"MBTPS2","MBTPS2",0.0457012452195014,0.963548371306475,NA
"MC1R","MC1R",-0.311339733057853,1.24445763543914,NA
"MC2R","MC2R",-1.94230292182881,1.94789956047654,NA
"MC4R","MC4R",-1.87089472617334,1.93864032584305,NA
"MC5R","MC5R",-2.63924691142621,1.99169095610833,"+"
"MCAM","MCAM",0.636961105246801,0.52415017882748,NA
"MCAT","MCAT",-0.457012452195014,1.35233790471786,NA
"MCC","MCC",1.02542168961256,0.305164258355773,NA
"MCCC1","MCCC1",0.414167534801731,0.67875141607051,NA
"MCCC2","MCCC2",0.397029567844419,0.691345656775225,NA
"MCCD1","MCCD1",-2.15938383662144,1.96917959918463,"+"
"MCEE","MCEE",-0.405598551323075,1.3149624065319,NA
"MCEMP1","MCEMP1",-0.942588182652216,1.65410841332192,NA
"MCF2","MCF2",-1.58240561572524,1.88644299644838,NA
"MCF2L","MCF2L",-0.114253113048754,1.09096285060313,NA
"MCF2L2","MCF2L2",-0.214224586966413,1.16962807650877,NA
"MCFD2","MCFD2",0.928306543521122,0.353248580758937,NA
"MCHR1","MCHR1",-1.44244555224051,1.85082327885425,NA
"MCHR2","MCHR2",-2.63924691142621,1.99169095610833,"+"
"MCIDAS","MCIDAS",-1.65952646703314,1.90299024809635,NA
"MCL1","MCL1",1.40245696267345,0.160778833564224,NA
"MCM10","MCM10",-0.0685518678292521,1.05465366740975,NA
"MCM2","MCM2",0.594116187853518,0.552434404489927,NA
"MCM3","MCM3",0.611254154810831,0.541031336524579,NA
"MCM3AP","MCM3AP",0.762639529600429,0.445678403055193,NA
"MCM4","MCM4",0.782633824383961,0.433842172794017,NA
"MCM5","MCM5",0.494144713935859,0.621203981308562,NA
"MCM6","MCM6",0.46558143567367,0.641515133655262,NA
"MCM7","MCM7",0.708369300902272,0.478715951410076,NA
"MCM8","MCM8",0.428449173932825,0.668324130031045,NA
"MCM9","MCM9",0.251356848707257,0.801538226634787,NA
"MCMBP","MCMBP",0.574121893069986,0.56588531929371,NA
"MCMDC2","MCMDC2",-0.682662350466302,1.50517977462463,NA
"MCOLN1","MCOLN1",-0.21993724261885,1.17407996903883,NA
"MCOLN2","MCOLN2",0.157098030442036,0.875167589789261,NA
"MCOLN3","MCOLN3",-0.305627077405416,1.24011139843208,NA
"MCPH1","MCPH1",0.536989631329141,0.591274776243505,NA
"MCRIP1","MCRIP1",0.194230292182881,0.845995564767882,NA
"MCRIP2","MCRIP2",-0.49128838610964,1.37677750708043,NA
"MCRS1","MCRS1",0.274207471317008,0.783925186817082,NA
"MCTP1","MCTP1",0.314196060884072,0.753372134273865,NA
"MCTP2","MCTP2",0.394173240018199,0.693453141047654,NA
"MCTS1","MCTS1",0.414167534801731,0.67875141607051,NA
"MCU","MCU",0.242787865228601,0.808169736506134,NA
"MCUB","MCUB",0.0914024904390028,0.927172782950754,NA
"MCUR1","MCUR1",0.394173240018199,0.693453141047654,NA
"MDC1","MDC1",0.285632782621884,0.775159392133372,NA
"MDFI","MDFI",0.317052388710291,0.751203850778401,NA
"MDFIC","MDFIC",0.497001041762078,0.619188316692577,NA
"MDGA1","MDGA1",0.162810686094474,0.870667494249746,NA
"MDGA2","MDGA2",-2.63924691142621,1.99169095610833,"+"
"MDH1","MDH1",0.605541499158393,0.544819259481911,NA
"MDH1B","MDH1B",-1.58240561572524,1.88644299644838,NA
"MDH2","MDH2",0.674093366987645,0.500251956267856,NA
"MDK","MDK",0.17137966957313,0.863925239606927,NA
"MDM1","MDM1",-0.114253113048754,1.09096285060313,NA
"MDM2","MDM2",0.919737560042466,0.357709919716452,NA
"MDM4","MDM4",0.874036314822964,0.382098477497215,NA
"MDN1","MDN1",1.02827801743878,0.303819068475528,NA
"MDP1","MDP1",-0.674093366987646,1.49974804373214,NA
"ME1","ME1",0.445587140890139,0.65589550100349,NA
"ME2","ME2",0.331334027841385,0.740392191017066,NA
"ME3","ME3",-0.317052388710291,1.2487961492216,NA
"MEA1","MEA1",0.125678424353629,0.899986481300026,NA
"MEAF6","MEAF6",0.248500520881039,0.803747167110658,NA
"MECOM","MECOM",0.00571265565243755,0.995441985045124,NA
"MECP2","MECP2",0.542702286981579,0.587334799354326,NA
"MECR","MECR",-0.199942947835319,1.15847479895932,NA
"MED1","MED1",0.685518678292521,0.493016678209286,NA
"MED10","MED10",-0.0942588182652216,1.07509643752129,NA
"MED11","MED11",-0.151385374789598,1.12032827427244,NA
"MED12","MED12",0.502713697414515,0.615165578006331,NA
"MED12L","MED12L",-0.676949694813864,1.50156212765784,NA
"MED13","MED13",1.15966909744485,0.24618355654543,NA
"MED13L","MED13L",1.0768355904845,0.281553722166484,NA
"MED14","MED14",0.648386416551676,0.516735053647742,NA
"MED15","MED15",0.794059135688836,0.427161005703645,NA
"MED16","MED16",-0.0142816391310944,1.01139471201019,NA
"MED17","MED17",0.0656955400030334,0.947620223306215,NA
"MED18","MED18",-0.0656955400030334,1.05237977669378,NA
"MED19","MED19",-0.348471994798698,1.27251425770043,NA
